id,description
457," Loaded with upgrades a single story corner lot with solar, granite in kitchen, stainless steel appliances, upgraded cabinets, title, carpet, central vac, 3 car garage, HOA prepaid til June 2010, prewired for surround sound"
458," ,This Somerset Beauty a Ranch-Style home Is Priced to Sell! Won't last! Your Search is Over!Conveniently located near all. This home offers plenty of room for entertaining. Nice size rooms & Huge backyard. A Handyman or mechanic will love the workshop,shed and covered work area. Bring your spouse, bring the kids, this home has something for everyone. Come see for yourself"
459," Desirable Este Madera neighborhood on Sonoma's Eastside. 3 bedrooms, 2 baths with new dual pane windows. Needs some updating"
460," A Beauty Inside & Out! Major Remodeling & Updating! A Delight to See & Own! Totally New kitchen in 2005 - It's a Show-Stopper! 18 x 16 Sunroom is not to be missed (now the family rm) Very Energy Efficient Hm incl Solar Panels*New Roof 2001*Updated Bathrms*Gorgeous Hardwd Flrs, Pristine Hm + so much more"
461," Stunning & extensively remodeled rancher in prime Northgate location w/open floorplan. Four bedrooms/2 baths, gourmet kitchen (Sub Zero,Viking 6 burner range, Thermador double ovens, GE Profile Wine Fridge, Granite Counters, etc)+ fabulous yard w/pool(solar) & spa. Spacious family room w/fireplace & built-in ceiling speakers, HDWD floors, California Closet, all new systems + much more await you in this GR8 home! Close to top rated schools, parks, trails, shopping, BART & Freeways. Gr8 Value"
462, This gorgeous Solar Centex Home purchased in 2008 has been upgraded continually. Designer lighting and accent painting adds warmth and charm. Quality crown molding and 5 1/2 inch baseboards frame many of the walls. Tiles run from the entry through the many arched hallways opening to the kitchen leading out the back door. Thousands of dollars in designer window treatments were just installed. Thousands more went to landscape the backyard. This home is ready to return the love you bring it
463," PRICE REDUCED $50k!! NOT A SHORT SALE OR BANK OWNED. Newer home with a view. Just 3 years old! Master suite with separate soaking tub and shower, double sinks. Kitchen has a raised breakfast bar/island, custom cabinets, under-cabinet lighting and pantry closet. Inside laundry with custom cabinets. Land is all usable. Concrete patio in back. Front & back partially landscaped and irrigated. Black top circular driveway, SOLAR/PROPANE HOT WATER HEATER saves $$ on utilities. MUST SEE"
464," BEAUTIFUL MODEL HOME - Brentwood Villas is a unique community of courtyard-style, in an established neighborhood in Orangevale. Built standard with energy efficient features and designed with integrated solar roof tiles, homes at Brentwood Villas save homeowners up to 60% on their energy bills, while helping save our environment. This home is full of custom upgrades. MUST SEE!!"
465," Quality Semi-Custom Built home. Gorgeous inside and out. Beautifully landscaped and solar heated pool, Wonderful cook's delight kitchen with plenty of cabinet space. Hardwood floors. Home shows pride of ownership. Must see to appreciate the fine craftmanship and all the amenities"
466," Lush & level 5 acre ranch style home features a built pool w/security fence, slide & diving board. This 4 bedroom, 2 bath home was recently remodeled inside & out. Large 20'x30' detached garage & heavy duty comp roof. Fully landscaped front & back yards make yard work a breeze!! A must see"
467," Approved Short Sale, 2 Acres Ranch 3BD/2.5BA.Close to most schools, shopping centers & freeways (5,580,205). Cul-de-sac St & very Quiet location. lots of land for all your needs including building a second home"
468," HUGE LOT!! Gorgeous pool, potential RV access, Culdesac location and a 3 car garage. This place has room for everyone and everything. Walking distance to school, parks, and tennis courts. Fresh paint, new carpet. Move in condition"
469," Spectacular views of colorful sunsets and sparkling city lights. Watch the storms roll through the valley this winter living on the Ridge. This older custom home on almost a 1/2 acre lot with 5 bedrooms, 3 1/2 baths, open floor plan, large bonus room, fenced-in pool, in a wonderful neighborhood is an incredible value!!! This is an investment!!! You wont be able to find a view lot home in the future for this price. Not a short sale or bank owned. Added bonus...No Mello Roos, or HOA'S"
470, Well maintained 3 bedroom 2 bath home. Needs very little. A must see
471," Custom, beautifully designed Bridgewater home offers 1/3-ac of lush landscaping w/pool, spa, cabana-style patio, koi pond, mature trees for privacy plus a 4th garage big enough for a boat! Inside features tall ceilings, winding staircase w/a skylight, granite kitchen, tile floors, crown molding, plantation shutters, Lg master w/pvt balcony, Lg bdrms, 1-bdrm/full bath downstairs, separate formal living/dining rooms, wet bar, inside laundry room & a bonus room for a nice office or fitness room"
472," Beautiful hacienda high on a hill. This one-level, passive-solar home features a tiled entry courtyard, french doors, arch ways, views from most rooms, and radiant heat. Large living room and dining area. This beautiful five acre parcel has many possibilities. The side-facing garage includes a large, separate workshop. Fabulous pastoral, city lights, and valley views. Located in area of small wineries and country ranchettes. Well and irrigation water. Passive-solar cooling"
473," Gorgeous property: Two homes on almost 1 acre. Single story with Large Master Bedroom and Bath. The Living Room, Dining Room and Master all have access to the Patio through double doors. Pool with Solar Heating, Hot Tub, Outdoor Kitchen with built-in BBQ, Covered Patio, Basketball Court, Putting Green, Shed Guesthouse with garage, built-in cabinets, Bedroom, Bathroom, Kitchen, Living Room and a large attic. Please look at the Visual Tour to see more of what this property has to offer"
474," Lovely 2 story home, wood laminate floors in living and dining rooms. Tile floors in kitchen, family room and breakfast areas. Bench seat in breakfast area. Beautiful pool with solar heating. Sitting room off master bedroom. REO - sold As Is"
475," HALF-ACRE LOT & CUSTOM POOL! BUYER INCENTIVES! Open floor plan, lrg kitchen w/built-in double ovens, tile C-tops & pergo flr. 4 bedrooms, 3 full baths, & 3-car! Custom designed POOL w/solar & tons of features! Beautifully ldscped & lighted 2 level yard. Nice schools (Woodcreek High) Lrg boat/truck side yard"
476," Meritage Homes, 6 bedrooms, 4 baths, 3 car garage, swimming pool and spa"
477," Beautiful spacious home located on 1/3 acre lot,mature landscaping,fenced pool w/solar,sport crt,outdoor kit. with running water/elect.Fantastic entertaining options!Master Suite and gst bdrm.down,upstairs office w/blt-in bkcase +2bdrms, 2HVAC units,shake roof 2002,carpet & paint 2009,silhoutte shades in FR,LR,Master. Family Rm has built-in entertainment w/window seat olooking bkyard & pool.Water softener, wine frig, alarm,abundant storage.INFO PROVIDED BY SELLER/OTHERS NOT VERIFIED BY BROKER"
478," Pristine in Hidden Lake @ The Shores-4bed/3 full bath,1-story,2459 SF tons of upgrds,custm tile floors w/decorative in-lay at fam rm,maple plank wood at bonus/Lvng&Dng rms,gourmet kit w/marble cntrs&island,8275 SF lot w/solar heat 8'deep Gunite pool&spa surrounded by palms,stamped concrete & cement deckin"
479, Gorgeous Solar Powered Grupe Home located in desirable Whitney Ranch! This home has brand new paint and carpet! Kitchen has granite counter tops & beautiful cabinetry! Full bed/bath downstairs plus a den downstairs and separate fam/living room areas. Backyard features nice patio and fresh sod. Whitney Ranch has great schools and parks along with the Ranch House for recreational activities. Home is located in a great area with the benefits of a solar home and lower energy costs
480," This is a stunning home in the coveted community of Gold River. A formal greatroom boasts crown moulding and an elegant fireplace. The updated kitchen has granite counter tops, double stainless steel oven, and a convenient dining bar. Don't miss this immaculate residence in prospect village- make it first on your list"
481," No REO or Short Sale Here!!! Absolutely Stunning Solar, 5 Bedroom, 4367 Square Foot Home On Gorgeous Greenbelt Lot. Home is Loaded with Upgrades from Top to Bottom. Open Floorplan with Large Kitchen, Formal Dining and Living Room Plus a Large Upstairs Bonus Room. Enjoy the Views From Your Master Suite Balcony or While Relaxing in the Beautifully Landscaped Backyard. This is Your Dream Home!!"
482," This property will appeal to those that have a love of quality, craftsmanship and a designer eye for detail. No expense was spared on ths fabulous property from the crown molding,boxed beam ceilings,random plank hardwood floors and granite counters in the kitchen and bathrooms. The outside features a Geremia pool, a spa, sports court, an outdoor kitchen with copper sink, huge BBQ, refrigerator and granite counters. The covered patio is perfect for enjoying the outdoors regardless of the weather"
483," Exclusive single story in desirable cul-de-sac location with pool. This stunning home features a spectacular open floorplan and so many extras! Perfect for entertaining and practical to live in. Conveniently located to shopping, park, and easy freeway access"
484," Family fun, comfort,& excitement near Elk Grove Park & High School! Neighbors are like family! This home has it all! Room for boats & toys. Storage galore- 2 tool sheds, side yard covered storage & storage under home! Pool, gazebo, master bedroom deck, 2 year new HVAC. Smud Solar System for whole house electrical generation where SMUD credits back to the homeowners & a whole house fan,so Smud bills are low! New paint in every room, new carpet- no lino! Tile & laminate floors! Not a Short Sale"
485," A 40 YEAR OLD XMAS TREE GREETS YOUR ARRIVAL, BEARING MEMORIES & PM SHADE*UPDATED CARPET & PERGO-LIKE FLOORS*EXPANSIVE WINDOWS BRING THE PARKLIKE YARD IN*THE INVITING POOL SURROUNDED BY FLOWERS AND FRUIT TREES*GAS FIREPLACE FOR COOL NIGHTS*THIS ONE OWNER HOME IS READY FOR A NEW OWNE"
486," Relo forces sale! Reduced $100,000 $195/SF. Grand Tudor Sierra & Folsom dam views. Backs to park for privacy. Gorgeous kitchen w/upscale app. granite. Charming family room w/blt-in bar, entertainment center. Exec. style office. Resort rear yard-pool & built-in barbecue & beautifully maintained"
487," Great Neighborhood close to 2 parks & Jackson Elementary School.All New stainless steel kitchen appliances.New tile floor & tile counter tops.New 50 year comp roof, 4 bedrooms,2 1/2 baths,front & back yard landscaped.100+ year old heritage Oak Tree in front yard.Built in pool in bkyd-spa on bk deck.Hrd wd fl"
488," New Custom Southwest Style Single Story on Triple Lot 7.31 ac! SOLAR. Gorgeous Views, R.V. garage, deck,covered patio fenced area outdoor shower. Lots of built ins and storage. Guest suite is handicapable. Completed 2006"
489," Get Ready for summer! 20x40 pool, open floor plan, lots of remodeling. Corian kit counters, bleached oak cabs w/pullouts, cedar closets, inviting LR and DR w/ fireplace overlooking huge backyard. Newer roof w/ solar for the pool, vegetable garden, quiet street, great neighborhood"
490," Totally remodeled home near the golf course. Nestled amongst 38 redwood trees, several Japanese Maples, including a 50 yr old rare Red Japanese Maple. View the year round creek & pond from the living room. Spectacular rock walls"
491," This attractive single story home is located on a great looking Cul-De-Sac in the heart of Carmichael! This home offers new carpet, new tile in bathrooms, new kitchen appliances, a great open floor plan with a huge separate Living Room, and a solar heated built in pool! The Master Bedroom offers two separate closets and a private entrance to the outside patio. The outside landscaping is lush with plants and flowers that only enhance the built-in pool & covered patio! This home is a must see"
492," CORNER LOT!!! Very nice and cozy home with all the features you need...such as SOLAR SYSTEM ON THE ROOF for a more energy efficient lifestyle. Full of savings, shutter windows, stainless steel appliances, granite countertop, hardwood floors, master bedroom has jetted tub so you can relax during a tough work day, and maple cabinets to finish the house off in a nice touch. This is a Shortsale and they only have one bank that we are dealing with. Owner works 5 mins away...really easy to show"
493," Bring your big toolbox folks and you will have an opportunity to own in one of the finest communities in Stockton. This terrific home is a project but do the work and you will be richly rewarded. Home features a great floorplan, with a 90 degree garage, huge lot, and all it needs is you and those tools"
494," Gorgeous curb appeal in this spacious 3/2 in Laguna Springs. Large open kitchen w/breakfast nook, vaulted ceilings and recessed lighting. Elegant bamboo flooring throughout. Beautiful yard w/sparkling lap pool. Terrific neighborhood located near schools & aquatic and community center"
495, Gorgeous Single Story SOLAR Home by Lennar. Features all the bells and whistles incl: Granite Tops throughout- Raised Panel Cabinets- 20 x 20 Tile Floors- Plush carpeting- Plantation Shutters- SS Appliances- Fantastic Open Floor Plan- Situated on a Large Corner Lot with a back yard to die for
496, This is a lovely well kept Home. Lender has agreed to sells price with upto 3% closing cost at agreed sales price. All other offers will need bank approval
497," Cute home with lots of potential. Updated kitchen, bathroom and partial new flooring. Large lot across from school"
498, A whole lot of house for the money! Over 2600 s.f. with six bedrooms with lots of options. Relax and enjoy the summer around the beautiful in ground pool with newer pool sweep. Upgraded kitchen and a full 3 car garage. Newer energy efficient gas furnace. Located on a quiet cul-de-sac. Hurry this one won't last long
499," Gorgeous Custom home with spectacular views! Backyard is second to none! Beautiful pool with vanishing edge waterfall, hot tub, outdoor kitchen, fireplace, sport court, dog run with misters, fruit trees, and golf course and valley views! Interior boasts downstairs master suite, gourmet kitchen, wonderful bonus room with wet bar, coffered ceilings, and exquisite lighting"
500," UPDATED CHARMER 4BD/2.5BA. EUREKA SCHOOL DIST. ITALIAN PORCELAIN TILE. SPARKLING POOL. PRIVATE REAR YARD. LOW MAINTENANCE LANDSCAPE. CLOSE TO PARKS, SCHOOLS, SHOPPING. GREAT LOCATION! MUST SEE"
501," Great starter home. This charming 3bd/2.5bth is priced to sell! Take a look for yourself. Located just blocks from Historic Niles, and Mision blvd"
502, GREAT CUSTOM HOME IN SUNSET HILL SUBDIVISION. ALMOST 1/2 ACRE LOT WITH LOTS OF TREES/PRIVACY. GREAT YARD FOR ENTERTAINING FEATURING BUILT IN POOL AND SPA! TWO STORY WITH MASTER SUITE AT UPPER ENTRY LEVEL. TWO BEDROOMS DOWN. SEPERATE LIVING ROOM AND DINING AREA. BUILT IN VAC
503," DEL DAYO CLASSIC, EXCEPTIONALLY CLEAN, WELL MAINTAINED HOME, CLOSE TO RIO AMERICANO AND JESUIT HIGH SCHOOLS, CLOSE TO AMERICAN RIVER BIKE TRAIL, APPRX 1500 SQFT (PER SELLER) OF GARAGE SPACE. ROOM FOR COLLECTOR CARS, BOAT, WORKSHOP, REC. ROOM, OR? NEW CARPET AND PAINT WITH LIGHT NEUTRAL COLORS"
504," Exquisite large single story 4 bedroom home in beautiful Highland Park. This property features custom interior paint done in a neutral designer palet, large tuscan style tile in kitchen & master bath, large master suite with a luxurious roman soaking tub and walk in closets. The back yard is an entertainers paradise, boasting a beautiful pool and covered patio. The kitchen has a double oven (with convection) and tile counter tops. This home also has a solar generated electricity system"
505," BEST LOT IN BINET ESTATES!! First time on market in 33 yrs! .21 acre backs up to greenbelt. Open, spacious floor plan. Great for entertaining. Remodled in '89. PRICED TO SELL. Hurry, this won't last. Tell your agent to bring you to this one. Open this Sunday"
506, COME SEE THIS CITRUS HEIGHTS GEM!!! *NEW EXTERIOR PAINT* NEWER CARPET* 1YR OLD ROOF* WHOLE HOUSE FAN* SOLAR/WATER HEATER* BOAT ACCESS *WET BAR* FRESHLY LANDSCAPED*HIS AND HER CLOSETS*HOME WARRANTY* AND MUCH MORE....
507," THIS BEAUTIFUL 3 BEDROOM,2 FULL BATH HOME IS 1,393 SQFT.GREAT FLOOR PLAN,BUILT-IN POOL,BASKETBALL COURT,DOG RUN FOR FIDO.ALUMA WOOD PATIO COVER FOR THOSE RELAXING DAYS,NEWER ROOF WITH SOLOR HEATING.TO SEE THIS PROPERTY IS TO BUY.LETS MAKE A DEAL!!NOT A SHORT SALE OR BANK REPO.QUICK CLOSE HERE"
508," MOVE IN READY,RV ACCESS & COVERED PATIO,GREAT FOR OURDOOR DINING. KITCHEN SERVING WINDOW,LOW MAINTENANCE ON FRONT AND BACKYARDS. MUST SEE TO APPRECIATE!! SELLER TO CONTRIBUTE UP TO $5,000 TOWARDS BUYER CLOSING COSTS!"
509, HURRY!!! WON'T LAST Awesome Elk Grove Location. Lots of Room to entertain Family and Friends. Swimming Pool with Solar heating unit. Fresh Paint through out.MOVE IN READY. Water softner installed. NOT A SHORT SALE OR BANK OWNED. CHECK WITH LENDER FOR 90 FLIP RULE BEFORE SUBMITTING OFFE
510," THIS SHORT-SALE IS APPROVED. AGENTS SEE REMARKS. HURRY, THIS WONT LAST! Wonderful Gold River beauty featuring formal dining, family/living room quarters and additional seperate office attached to Master Suite. Located in quiet cul-de-sac and backs to green belt and bike trail w/ no rear neighbors. Enjoy your summer w/ a built in pool which also has solar heating"
511," Single level Coker Home with Metal Roof. High Ceilings, Open plan, Ceiling fans,& Added Solar. Comstock Village Central location. Show by appointment. Occupant always home with 2 dogs"
512,  
513," ONE OF A KIND GOLF COURSE PROPERTY W/MB SUITE DOWNSTAIRS. BEAUTIFUL BONUS RM W/WET BAR, DRAMATIC CEILING, GOURMET KITCHEN, FORMAL LIVING RM/DEN, FORMAL DINING ROOM, COFFERED CEILING. BACKYARD TO DIE FOR W/CUSTOM POOL, VANISHING EDGE WATERFALL, HOT TUB OUTDOOR KITCHEN & FIREPLACE. DON'T MISS THIS GREAT DEAL"
514," This type of home only comes around so often. It has been fully remodeled, almost everything is new and totally updated. New Kitchen, Bathrooms, Paint inside and out, new Carpet, new Doors throughout inside and out and new garage door. The list goes on must come and see to fully appreciate what has been done"
515," The century old oak graces the front yard & the new entry doors invite you home.Designer tile flooring,newer carpets,granite counters,updated bathrooms, New roof & newer appliances incl. HVAC make this a perfect home choice. Call today and you can enjoy summer fun in this amazing pool & spa. Hurry won't last"
516," Great house conveniently located close to Galeria Mall, freeway, shools and parks"
517, Clean recently updated home on quiet tree lined street. Great REO. Repo Opportunity
518, Government owned HUD property. Sold As-Is
519, **BANK OWNED***Desirable College Greens East Neighborhood ***Walking distance from Community center and American River **Near LightRail. Pool Home great for entertainment
520," Very clean and spacious single story 3BD 2BA 1625 Sq Ft. Close to school, shopping center and freeway access. Youv'e got to come and see it for yourself"
521," Go green with this Solar home and save over $600/yr on your electric bill. New carpet, clear pest, dual HVAC, wonderful 10x10 screen/sun porch, raised veg beds & great fruit trees. Floor plan is perfect for inlaw, teens, home business or? Large master has jetted tub and double sinks and shower. Cul-de-sac location, yet close to everything"
522," NOT A SHORT SALE OR REO.Don't miss this near new 2007 Centex SOLAR home in beautiful Westpark. 5 bdrms 3 bths. Huge living room/dining rm, plus separate kitchen/great rm. Downstairs bdrm & bath. Maple kitchen cabinets with granite counter and island. S/S appliances. 4 bdrms w/ walk-in closets. Plantation shutters throughout Seller paid extra for premium lot with plenty of room for a pool. Free-form stamped patio. Numerous upgrades.Close to elem. & middle school. Several parks in Westpark Villag"
523," STUNNING NEW CONST ON OVER 1 ACRE OF PRIVACY. OVER 5500 SQFT+/- ADD DETAC GARAGE/WORKSHOP/STUDIO SINGLE STORY W/GRANITE KITCHEN S/S APPLI GREAT ROOM FOR ENTERTAINING LRG D/R $60,000 SOLAR SYSTEM FOR ENERGY SAVINGS. THIS HOME HAS IT ALL AND MORE FLATWORK TO BE COMP. BY MID OCT. EST. COMPLETION, OCT 31"
524," Absolutely Beautiful MODEL HOME for sale. Granite slab, tile, large covered patio, fully landscaped front and rear, Solar plus Smart Vent. Dining room is separate with chocolate cherry cabinets throughout. All appliances included. THIS IS A SOLAR MODEL HOME"
525," BACKYARD ESCAPE! Incredible location with infinity edge heated pool,wading pool,spa & mature oaks overlooking greenbelt providing an awesome view! Popular Jackson model w/upstairs loft & spacious Bonus Room(great flooring). Dwnstairs office.Gated community. Stunning Maple chestnut color cabinetry. A MUST SEE"
526," Beautiful custom remodeled home on 1 acre. Enjoy the forest like views from most rooms. Large bright kitchen with tile and wood cabinets. Inviting living room with soaring vaulted beamed ceiling and spectacular floor to ceiling rock fireplace. Master suite has walk-in closet and more. Professional home office includes built-in oak desk, bookcases, drawers. Wine stoarge room. Workshop w/220v. Unique special purpose room w/dog washing sink or? RV pad w/power and water. Quiet and close to town"
527," Private Self-Sufficiency.Over 2acrs. Fenced. 9.6kw photovoltaic Solar System. Well w/2 storage tanks (500&2500 gallon)2000sf basement w/10ft ceilings. Sweeping View of vineyards, Clearlake, & Konocti. 3 bdrm Plus office/4thbdrm & loft for workout/2nd office.2 Master Suites. Radiant Floor Heat,central heat & Ozone & green sand water treatment.Hot tub.Backupgenerator. 500sf Deck.Deep garage w/workshop.Vaulted ceilings, nearly new. Possibilities"
528," UPDATED KITCHEN W/CUSTOM OAK CBNTS,CORIAN CNTRS. BUILT IN DESK AREA,TILE FLR.REFRIG,WASHER/DRYER INCLU.FM W/BOOK CASE,TILE FR & FP.SUN RM W/SKY LIGHT,WET BAR W/CORIAN CNTR,TILE FLR & SLIDER.CUSTOM COVER INCLU.50 YR. COMP ROOF IS APPROX.4 YRS.OLD.DUAL PANE WINDOWS.THERAPEUTIC,JETTED EXERCISE POOL WITH SPA! SOME HARDWOOD FLOORS MAY BE UNDER CARPETING"
529," Private, gated estate with spectacular views overlooking the Napa Valley and beyond. Three bedrooms plus den, extensively remodeled in 2008 including new siding & paint, roof, numerous windows, bathrooms, flooring, decking, a FULL SOLAR System for a minimal PG&E bill, etc. Seasonal Creek with waterfalls. Massive 5+ car detached garage (1,104+/- sq. ft.) with bathroom. Only 5.1 miles to Highway 29 . . . yet a world away"
530," Lovely updated single story home. Original owners have maintained this beauty very nicely. New hickory hardwood floors, granite counters,carpet and paint make this home a must see. Three bedroom plus office/4thbdrm.Home sits deep on the lot for privacy. Other features include Aprilair whole house air cleaner, and solar heated pool. Large Backyard with plenty of room for play structure. Eureka schools, Granite Bay High and a short walk to Treelake Park. You won't be dissappoited"
531, When you BUY THIS HOME you get .... a magnificent home .... with a pool ... spa...outdoor kitchen ...casita for the in-laws... incredible kitchen ....tile floors...lots of space and bedrooms...formal dining room...3 car garage
532," FIVE BEDROOMS IN A ONE STORY!!! Once you enter this charming home a peaceful feeling sets in. The one story floor plan is open and filled with elegance and natural light. Some features include super large solar heated POOL, large kitchen with island and new appliances, whole house fan, and much more"
533," This Del Webb TAHOE floor plan has solar power, box window in the master suite,sile stone kitchen counters. A private east facing backyard with a soothing water feature"
534," Wonderful home on tree lined street. 3 full bedrooms plus a 4th room with a full bath (could be 4th bedroom). 3 full baths plus a full bath in the garage. Formal living/dining room, new appliances in kitchen with eating booth. Den with built in bar, TV and stereo. Central vacuum. Enclosed spa room opening up to the backyard and FR. Immaculate back yard, with tool closet, tool shed and enclosed dog run. This is not an REO or SS"
535," **Bank Owned Property** Energy Efficient 3/4 Bedroom Home on a Large Lot. It Features Solar Heating, Family Room with Wood Burning Fireplace, Newer Windows and many others.Home is Selling in As Is Condition"
536," Resort Living At Home! Spectacular secluded 23 acre Estate with 3 bedrooms & 2.5 baths in the main house & 1 bedroom, full kitchen & bath in the detached studio. Located just 8.5 miles from Hwy 101, this unique property includes breathtaking views from 3 levels, seasonal creeks, a private enchanting pool, hot tub & cooling pool and is surrounded by hiking trails. Horse accommodations along 2 graceful river stone bridges. 3-car detached garage"
537," Enjoy seclusion,gorgeous vineyard & mountain views.Includes 2 parcels of 30.87 acres and of 0.92 acres in the Napa Valley.The charmingly rustic & agrarian setting features 2 main homes,(8 beds 8 baths & 2 beds 2 baths for the other)& 2 guest cottages (1 bed 2 baths & 2 bed 1 bath for the other)A total of 13 beds 13 baths.A 2.5 acre Cab Franc vineyard, pool, tennis court, sauna, garage/workshop complete with walking trails"
538," Darling deal on this super clean 3 Bd 2 Ba in Greenhaven! Located on a large lot with mature trees. Recent improvements include Dual pane windows, Solar sun tubes, Refinished kitchen cabinetry & New flooring, Interior paint, Roof & A/C unit. Large living room with brick fireplace & wetbar. Ecnlosed sun room Master has access to yard"
539," BRAND NEW SOLAR HOME - Starling Plan with 5 bedrooms and 5 bathrooms. This is a great home for entertaining. Beautiful gourmet/commercial type kitchen with granite countertops, 48 stainless steel range with 6 gas burners and a gridle, 20x20 tile floors, custom paint, 2.3kw solar system, energy efficient windows, radiant barrier, and more. This home is located at Wisteria at Whitney Ranch, a private neighborhood planned for 60 luxury homes"
540, This not a REO or Short Sale
541," You've found it. Exceptional single level home in prime neighborhood. Many upgrades-newer roof, central air, water heater, rear deck plus a bonus solar system to cut monthly electric bills. Kitchen has been upgraded with granite counter tops and new appliances. Larger rear yard with many flowers and trees. Truly a special home!!! Vacant and ready to move in"
542," $62,000 Solar System provides most of the ranch's energy needs. 3 barns including feed barn w/concrete floor (for clean feed storage)and electricity. Paddocks w/overhangs for animal shelters in feed areas. PCWA irrigation stream on property. 2.25 miner inch of deeded irrigation water available(check w/PCWA for connection & usage fees). Cross fenced w/No Climb fencing- Lodge Pole treated posts, Metal Pipe posts in addition to T posts. Roof 2003, HVAC 2006, Trex decking. Remodel completed 2004"
543," Not an REO or SHORT SALE. Fast Close. Desireable, single story, move in ready home in new developement. Large corner lot. $30k in upgrades including tile, granite, stainless steel appliances. Solar home with backyard landscaping. Great floorplan for entertaining. New Elementary school and Middle school within walking distance. Four bedrooms, 2 baths, 3 car garage, great location, solar, backyard landscaping, lots of upgrades, great price. Home warranty. Nothing to do but make an offer"
544," Newer 2180 sqft home boasts a 4 bedroom 3 bath contemporary floorpan including: Full bedroom and bath downstairs, Open kichen and living room with built-ins and fireplace, formal dining area, large upstairs bonus room, master with tile, tub and shower, upstairs laundry, 3 car garage and premium builder upgrades and applainces. SOLAR HOME!!! solar panels over large covered patio. This one is a must see and will go fast"
545," Lennar built (2007). 4 bdrms, 2.5 baths + bonus room. 2 story home in Natomas Park. Great central location, close to schools, parks & shopping. SUPER UPGRADED!! Designer tile floors, upgraded carpet, granite counters, cherrywood cabinets throughout. All stainless steel appliances. Designer tile showers, upstairs laundry & photovoltaic power, plus front yard maintenance....what more could you want"
546," Nice newer home in a quiet neighborhood. Very well maintained and shows pride of ownership. Located conviniently to shopping, schools, and major freeways. Nice shed in the backyard stays with property. Hurry wont last long!!"
547," SILVER SPRINGS BEAUTY! DESIRABLE US HOMES SINGLE-STORY REAGAN MODEL! Approx 1-ac lot! Immaculate condition with impeccable taste & style. Upgrades feature Brazilian cherry wood floors, tile floors, surround sound, plantation shutters, water softener, energy saving voltaic system, approx 120 SqFt tool shed, custom BBQ, unique 15' fountain, many trees, fruit orchard, garage cabinets, HUGE PATIO! 12' ceilings, crown molding, great fireplace. NOT REO OR SHORT SALE. JUST A GREAT HOME AT A GREAT PRIC"
548," Must see this RENOVATED & high-end UPGRADED home including: New roof- solar panels (SMUD sends you a check for the power you do not use)- paint in & out- molding- carpet- kitchen with new granite, appliances & cupboards- both bathrooms with new custom tile & vanities. You'll love the beautiful wood floors- grand fireplace & hot tub just off of the large master bedroom. The lot size is larger than most with amazing privacy. Close to downtown, freeways & Sacramento River. What more can you want"
549," APPROVED SHORT SALE! CALL FOR DETAILS. Cook in a state of the art kitchen with built in stainless steel GE Profile microwave, oven, and five burner stovetop. Easy to clean Venetian Gold granite countertops and Nottingham Maple hardwood floors. Relax in the glow of a warm and stylish fire with a flush stone hearth and rustic mantel. Live in luxury with crown moulding, Adagio Berber carpet,and 13-inch Sistina Mucelli tile"
550," Don't miss this Adorable warm feeling Lassen model home. Lots of upgrades here. Exterior is freshly painted. Wood floors on diagonal in entry hallways, kitchen, nook & dining. Maple cabinets in kitchen plus a large pantry. Open Great room w/curved cast Fireplace & builtin area for TV. Box windows in D/R & Mstr B/R, Den has French doors. You'll enjoy the inviting gardens with a second patio off the kitchen nook. Garage is 2.5 cars with a sink, cabinets & pull down stairway for attic storage. WOW"
551," Much sought after Laguna West neighborhood. Not a short sale or bank repo! Single story open floor plan with lots of light and high ceilings. Upgrades include- new granite counters, deep s/s sink with state of the art faucet, cherry wood pergo floors and cabinets, whole house fan, new water heater, solar panels for reduced electric bills, garage attic access and patio cover. Master Bath includes seperate tub and shower & walk-in. 6 year new erergy star efficient appliances are included in sale"
552," Beautifully upgraded & well-maintained 4bd/3ba, 2248sf home, built in 2005. Travertine tile, hardwood floors, upgraded kitchen w/granite counters, cinnamon maple cabinetry, high-end stainless steel appliances, upgraded baths with custom stone tile showers, formal living/dining rm, separate family rm w/fireplace, upstairs bonus loft area, tankless water heater and a 3-car garage. Powered by solar, you will love your monthly electricity bills under $20! This one is well worth the wait"
553," Extremely Beautiful Elegant Home which sits on top of Picturesque Knoll/Overlooking Breathtaking View of Folsom Lake,MtDiablo,&Downtown Sac/Marble Entry/Solid Granite C-Tops/10'ISLAND With Self Closing Cabinet Drawers/Hand Carved Italian White Marble Mantle/Master has Romantic Romeo & Juliet Balcony/Sunken Air Jet Tub/Onyx Dual illuminated Vessels & Onyx Counters/Kohler Toilets Self-Clos ing Lids/723 sq ft of Deck partly Covered/Outside C-Fans/Views from almost every Room/Gorgeous!!"
554," A LivingSmart Home with over 30K in energy efficient upgrades. Photovoltic solar cells for life off the power grid. A central vacuum system, Rianni tankless hotwater heater,reverse osmosis water treatment system, low VOC paint has been used as well as energy star appliances. The icing on the cake, this home includes all furniture and fixtures just as you see it. The seller will also provide a one year home warranty and a year of prepaid flood insurance. Home sold in as is condition"
